30
120
0,18,14
0,11,8
0,7,11
1,25,12
2,28,5
2,29,20
2,19,1
2,7,9
2,17,2
3,11,1
3,27,6
3,12,8
4,27,20
4,13,11
4,26,11
5,22,7
5,16,14
5,12,16
5,7,8
5,6,11
5,0,18
5,3,8
5,11,19
5,20,4
6,12,8
6,15,15
6,13,13
6,24,20
6,3,7
6,9,3
6,25,5
6,2,7
6,19,1
6,7,16
7,5,18
7,29,3
7,15,10
7,24,10
8,3,2
8,27,8
9,25,16
9,22,15
9,11,5
9,15,20
9,28,2
10,5,6
10,23,7
10,25,1
10,12,9
11,21,17
11,17,3
11,18,7
12,11,4
12,23,17
12,29,10
13,8,8
13,25,3
13,24,11
13,9,14
13,20,5
13,27,2
14,11,5
14,17,18
14,23,5
14,29,19
14,24,0
14,2,19
14,0,6
15,27,9
15,29,10
15,22,10
16,12,2
16,13,16
16,28,15
16,15,11
16,2,18
16,26,8
16,8,4
16,23,3
17,21,15
17,12,12
17,0,16
17,3,16
17,23,2
17,18,9
19,25,6
19,4,11
19,27,0
20,22,17
20,14,14
21,11,0
22,21,7
22,8,16
23,3,12
23,5,14
23,28,5
23,6,14
23,17,20
23,0,20
24,3,5
24,27,5
25,1,14
25,18,15
25,23,5
25,2,3
26,28,12
27,14,0
27,10,4
27,18,12
27,24,17
27,29,12
28,4,16
28,17,12
28,19,20
28,15,17
28,20,12
28,2,11
28,0,12
28,29,14
29,8,18
