32
96
0,24,11
0,9,7
0,27,17
1,31,1
1,12,0
1,27,9
1,26,19
2,7,2
2,22,6
2,23,8
3,2,11
3,17,14
3,23,19
3,11,20
4,16,13
4,20,19
4,21,5
5,20,5
5,24,7
5,17,0
5,30,2
6,11,13
6,22,12
7,3,14
7,13,6
7,26,19
8,1,1
8,18,3
8,0,5
8,11,20
8,2,8
8,16,4
9,28,5
9,17,10
10,2,13
11,10,10
11,20,17
11,21,15
12,4,15
12,18,0
12,9,0
12,11,3
12,15,15
13,23,13
13,15,12
13,22,0
14,29,1
14,17,16
14,16,17
14,21,9
15,9,16
15,13,16
15,2,8
16,4,15
16,28,14
16,2,9
16,6,14
17,13,15
17,14,11
17,31,16
18,24,7
18,10,4
19,9,6
19,6,2
19,1,1
20,15,3
20,23,20
20,12,4
20,24,17
20,18,2
21,14,9
21,16,10
21,15,19
22,14,3
22,26,19
23,7,19
23,0,16
25,4,11
25,8,16
26,20,8
27,26,16
27,28,19
27,22,1
27,16,2
27,23,4
27,8,5
28,15,5
28,20,19
29,11,10
29,19,5
30,0,1
31,29,5
31,4,17
31,23,7
31,19,19
31,27,19
