100
500
0,55,18
0,84,12
1,17,20
1,79,10
1,67,20
1,72,20
1,42,3
1,28,19
2,26,14
2,75,15
2,51,8
3,36,5
3,58,14
3,98,9
3,10,9
4,45,2
4,12,6
4,20,8
4,63,4
4,56,19
4,76,8
5,26,0
5,91,16
5,27,10
5,76,14
5,87,14
6,37,8
6,56,2
6,41,13
6,62,8
6,95,12
6,60,2
6,9,10
7,31,12
7,77,9
7,35,5
7,39,4
7,60,4
7,12,14
8,10,12
8,87,6
8,16,16
8,45,19
8,71,3
9,0,18
9,79,11
9,50,6
9,57,15
9,82,2
10,0,6
10,2,8
10,80,0
10,99,18
11,1,15
11,78,13
11,62,0
11,51,15
12,81,10
12,84,7
12,77,8
12,37,3
12,9,12
12,87,7
13,84,0
13,67,15
13,0,8
13,56,13
13,54,1
13,95,11
13,6,5
13,78,10
13,38,11
14,87,20
14,98,9
14,66,8
14,59,4
14,92,9
15,20,19
15,50,3
15,33,6
15,5,4
15,94,17
15,54,1
15,72,15
16,49,12
16,48,19
16,64,17
16,54,7
16,35,3
16,62,4
16,7,6
17,9,7
17,97,19
17,81,19
17,92,16
17,41,12
17,80,8
18,34,2
18,0,15
18,41,2
18,36,6
19,16,11
19,11,9
19,84,4
19,30,4
19,64,8
19,97,16
19,57,19
20,21,3
20,0,2
20,69,10
20,59,12
20,12,10
20,78,11
21,32,1
21,14,9
21,3,20
21,71,13
21,11,6
21,72,18
21,78,11
22,3,1
22,96,3
22,57,3
22,81,0
22,39,9
22,7,18
22,74,14
23,69,8
23,71,20
23,11,4
23,29,9
23,67,4
23,59,16
23,8,0
23,51,7
23,90,19
24,87,16
24,91,18
24,83,14
24,26,2
25,54,20
25,56,6
25,22,2
25,21,19
25,80,13
25,62,1
26,78,15
26,64,3
26,90,16
26,89,12
26,87,10
27,49,11
27,64,14
27,4,15
27,21,14
27,32,6
28,64,16
28,87,15
28,22,19
28,10,17
29,88,15
29,54,12
29,7,15
29,79,11
29,10,13
29,84,16
30,74,6
30,60,8
30,95,10
30,93,7
30,81,19
30,18,10
31,80,13
31,40,18
31,55,12
31,20,8
31,78,20
31,86,4
31,83,4
31,92,15
32,13,1
32,91,15
33,39,5
33,14,9
33,66,11
33,86,4
34,32,1
34,96,8
34,81,0
34,55,15
35,80,17
35,49,12
35,96,18
36,2,1
36,66,10
36,90,12
36,68,1
36,31,20
37,89,14
37,30,6
37,46,19
37,6,11
37,64,7
37,23,9
37,16,16
37,19,14
37,41,17
37,96,5
37,52,1
37,71,15
38,65,19
38,31,11
38,51,9
38,24,18
38,85,3
38,62,10
39,61,12
39,62,12
39,83,1
39,41,15
39,24,11
39,59,15
39,97,13
39,37,18
39,48,5
39,1,17
39,45,15
40,59,12
40,87,20
41,80,20
41,65,7
41,9,0
41,91,9
42,86,8
42,21,12
43,56,0
43,5,19
43,27,0
44,21,1
44,74,3
44,85,18
44,52,20
44,16,14
44,17,8
45,59,5
45,84,7
45,20,10
45,49,19
45,54,18
45,38,4
45,47,0
46,13,15
46,50,16
46,56,16
46,70,5
46,87,14
46,83,15
46,73,8
47,14,17
47,87,14
47,7,19
47,12,13
47,38,12
48,49,5
48,97,19
48,69,7
48,0,0
48,84,17
49,46,20
49,99,7
49,21,1
49,13,12
49,70,10
49,12,7
49,76,5
49,92,9
50,46,17
50,58,16
50,67,16
50,72,13
50,96,18
50,10,0
51,53,17
51,0,2
51,2,6
51,35,6
51,23,20
51,58,8
51,94,10
52,34,18
52,49,13
52,88,14
53,62,20
53,59,8
53,76,18
53,28,13
53,93,16
53,47,18
53,66,4
54,77,15
54,43,11
54,20,20
54,70,20
54,34,12
54,29,3
55,0,6
55,60,3
55,89,17
55,53,20
56,45,16
56,57,18
56,49,7
56,28,4
56,77,4
57,51,15
57,0,2
57,41,3
57,37,7
58,84,9
58,42,0
58,59,6
58,85,13
58,53,4
58,18,5
59,64,7
59,9,3
59,29,14
59,66,3
59,76,19
59,11,14
60,25,20
60,74,1
60,47,1
60,23,12
60,80,18
60,7,10
60,63,19
61,0,9
61,27,14
62,48,10
62,6,5
62,52,14
62,94,2
62,71,16
62,82,1
63,67,5
63,33,1
63,62,4
63,47,10
63,69,20
63,83,10
64,17,3
64,80,9
64,52,0
65,95,9
66,9,14
66,39,16
66,28,14
66,25,12
66,84,3
66,33,5
66,75,5
67,55,12
67,86,15
67,50,6
67,83,11
67,12,6
68,89,10
68,10,0
68,62,5
69,14,1
69,56,11
69,96,4
69,55,3
70,52,13
70,63,16
70,35,8
71,4,11
71,42,15
71,94,11
71,40,6
71,10,0
71,98,12
71,91,10
71,61,5
71,43,5
71,16,20
72,28,19
72,32,9
72,51,2
73,42,15
73,70,8
73,85,20
74,88,17
74,56,0
74,91,8
74,67,19
74,1,16
75,38,2
75,12,5
75,25,0
75,10,16
76,29,13
76,86,5
76,51,16
76,68,20
77,41,3
78,35,1
78,43,6
78,72,2
79,63,6
79,75,8
79,0,19
79,61,14
80,3,2
80,8,19
80,78,7
81,76,6
81,61,17
81,52,3
82,57,18
82,60,16
82,26,16
82,81,4
82,93,12
82,6,9
82,32,8
83,25,3
83,1,7
83,68,18
83,20,5
83,71,15
84,87,11
84,0,7
84,48,1
85,79,8
85,25,20
86,18,0
86,61,14
86,99,1
87,99,18
88,81,13
88,0,2
88,93,0
89,12,12
89,25,8
89,71,9
90,96,4
90,4,18
90,25,18
90,22,10
90,20,14
90,88,17
90,67,3
90,95,11
91,70,15
91,34,14
91,59,13
91,17,14
91,89,17
91,51,19
92,59,5
92,95,5
92,52,4
92,34,10
92,26,1
92,2,9
92,54,3
92,31,0
93,41,18
93,43,10
93,64,2
94,31,17
94,96,5
94,48,0
95,30,13
95,35,2
95,11,19
95,16,16
95,48,9
95,96,8
95,37,17
95,33,5
96,6,12
96,57,6
96,58,10
96,47,19
96,92,17
97,32,19
97,87,12
98,32,1
98,74,14
98,56,5
98,59,17
98,29,10
98,95,18
99,46,12
99,8,9
99,17,12
