323
1292
0,204,20
0,131,4
0,258,2
1,91,14
1,112,19
1,154,5
1,235,8
1,274,2
2,205,18
2,34,2
3,12,16
3,129,14
3,258,19
3,107,16
3,240,12
3,172,9
3,272,10
3,109,20
4,112,10
4,22,3
4,53,0
4,1,19
4,183,8
5,139,0
5,12,20
5,300,19
6,131,14
6,148,10
6,277,19
6,124,4
6,47,15
7,205,18
7,140,12
7,276,19
7,136,12
8,153,4
8,93,18
8,308,7
8,33,4
8,273,15
9,37,3
9,157,5
9,228,18
9,178,6
10,67,5
10,286,16
10,86,14
11,250,7
11,95,20
12,62,3
12,176,3
12,201,6
13,121,16
13,152,4
13,189,3
14,92,17
14,89,11
14,75,5
14,2,0
14,172,10
14,155,8
15,299,2
16,73,7
16,158,15
16,255,15
17,259,11
17,231,7
18,0,11
19,155,4
19,307,15
19,90,17
19,172,9
19,273,17
20,65,6
20,147,17
20,105,4
21,148,1
21,117,12
21,296,10
22,45,4
22,122,18
22,212,13
23,292,1
23,136,7
23,26,12
23,268,6
23,13,8
24,167,7
24,297,0
24,110,11
24,134,2
25,262,3
25,191,9
25,13,5
25,82,19
25,311,15
26,124,18
26,143,16
26,79,4
27,88,0
27,99,17
27,213,2
27,89,6
27,62,17
27,15,9
27,24,3
27,261,16
28,166,5
28,290,9
28,210,9
28,111,10
29,60,1
29,257,19
29,100,1
29,96,16
30,96,6
30,82,14
30,173,11
30,13,8
30,220,10
30,305,18
30,165,1
30,43,16
31,91,18
31,124,13
32,309,0
32,192,11
32,168,16
32,78,10
32,125,16
32,91,19
32,132,19
33,137,16
33,158,13
33,252,13
33,133,20
33,228,4
34,227,10
34,114,2
34,66,15
35,309,3
35,53,4
35,15,4
35,26,9
36,295,9
36,82,3
36,121,7
36,267,18
36,102,19
36,149,1
37,98,2
37,152,8
37,199,15
37,89,14
37,72,17
38,72,3
38,77,18
38,255,5
38,303,7
39,177,13
39,157,14
39,227,4
40,171,18
40,199,6
40,248,5
40,44,7
40,274,8
41,300,15
42,219,13
42,239,7
42,288,9
42,280,8
42,76,15
43,211,7
44,165,20
44,18,18
44,95,1
44,72,2
45,42,13
46,93,0
46,19,9
46,255,20
47,48,4
47,24,10
47,182,5
48,157,9
48,97,17
48,74,10
48,26,12
48,84,0
48,39,20
48,218,20
49,143,19
49,184,19
49,165,20
49,314,19
50,217,16
50,206,5
50,267,2
50,104,10
50,319,15
50,176,5
51,263,14
51,318,5
51,202,3
52,179,16
52,277,19
53,298,9
53,20,7
53,148,12
53,56,10
54,301,0
54,130,4
54,102,1
54,310,16
54,300,8
54,68,4
54,76,8
55,265,0
55,234,5
55,118,0
55,148,0
56,205,15
56,88,11
56,201,1
57,305,11
57,114,14
57,71,3
57,321,0
57,163,18
57,108,14
58,45,7
58,114,0
58,150,10
58,227,20
58,291,3
58,228,1
59,250,18
59,36,11
59,230,11
60,2,6
60,105,20
60,201,2
61,13,13
61,106,15
61,180,6
61,130,3
61,196,13
61,269,5
62,101,4
62,100,12
62,38,4
62,119,18
63,313,0
63,15,13
63,205,1
63,12,11
63,224,19
64,73,5
64,71,6
64,80,1
64,232,6
65,230,2
65,321,1
65,280,13
66,50,2
66,84,11
66,8,15
66,289,6
66,237,19
66,217,6
66,263,7
67,203,17
67,275,2
67,195,20
67,225,11
67,36,16
68,157,13
68,51,17
68,318,13
68,286,0
69,116,16
69,227,1
69,275,20
70,199,18
70,40,12
70,289,8
71,130,13
71,137,1
71,167,20
71,164,1
71,205,1
71,111,20
72,202,2
73,242,15
73,318,7
73,63,3
74,312,14
74,315,19
74,279,9
75,74,20
75,231,19
75,57,9
75,310,6
76,161,11
76,254,11
76,190,4
76,280,17
77,126,8
77,287,1
77,196,0
77,36,5
77,211,2
77,280,12
77,235,10
77,30,6
78,131,13
78,244,6
78,273,5
78,248,11
79,235,17
80,83,1
80,178,16
81,234,6
81,307,1
81,224,6
82,56,12
83,77,14
83,89,3
83,122,17
84,22,0
84,95,7
84,119,14
85,57,16
85,50,20
85,318,1
85,118,15
85,271,10
86,77,9
86,6,10
86,0,7
86,221,10
86,261,16
86,235,5
86,234,5
87,48,10
87,211,10
87,158,18
87,202,5
87,124,7
88,101,0
88,315,6
89,22,16
89,156,13
89,63,18
89,214,2
90,70,17
90,190,14
90,171,15
90,201,7
91,253,4
91,152,14
91,143,10
92,265,12
92,154,3
92,258,14
92,295,12
93,236,7
93,66,9
93,159,7
94,50,16
95,310,15
95,171,2
95,175,1
95,272,20
95,157,7
96,91,13
96,131,15
96,161,16
97,229,5
97,311,6
97,313,18
97,146,16
97,224,2
97,117,7
98,260,9
98,224,15
99,11,13
99,148,14
99,66,7
99,241,1
99,153,18
99,239,16
100,74,12
100,183,11
100,47,16
100,1,0
100,315,6
100,77,18
100,295,14
101,253,9
101,150,13
101,302,10
101,305,18
101,192,19
102,290,17
102,148,2
103,118,17
103,89,2
103,159,0
103,318,16
103,34,13
104,7,1
104,228,10
104,271,1
105,234,10
105,258,14
105,14,4
105,272,15
106,2,3
106,302,16
106,46,20
106,274,10
106,240,16
106,199,12
106,100,14
107,310,9
107,25,19
107,44,4
107,100,4
107,279,10
107,153,4
107,6,16
108,165,6
108,146,20
109,229,9
109,141,14
110,60,16
110,102,11
110,149,4
110,283,5
110,18,8
110,302,0
110,34,12
111,242,20
111,132,19
111,44,9
111,68,19
111,5,6
111,310,11
111,192,13
111,27,3
112,149,5
113,188,8
114,62,0
114,43,19
114,169,14
115,67,12
115,220,0
115,56,3
115,259,8
116,127,7
116,94,14
116,91,10
116,32,7
117,239,7
117,75,14
117,2,20
118,177,19
118,203,14
118,175,15
118,271,13
118,320,8
118,299,13
118,252,8
119,152,16
119,59,8
119,264,5
119,11,1
119,232,1
119,163,12
120,298,13
120,301,19
120,262,8
121,292,16
121,101,18
121,273,5
122,17,2
122,149,2
122,295,3
122,41,15
122,146,8
123,32,11
123,261,20
123,157,8
123,303,20
123,299,13
123,1,12
123,63,19
123,36,8
123,84,10
123,310,6
124,261,1
124,174,5
124,6,13
124,43,8
124,256,12
124,271,20
124,138,0
124,178,18
125,297,13
125,216,13
125,64,17
125,124,11
126,212,5
126,56,10
126,315,6
127,294,19
127,262,18
127,56,5
127,0,19
127,206,19
127,156,5
127,272,3
128,4,12
129,250,12
129,322,13
129,74,12
129,18,16
130,228,1
130,173,9
130,288,8
130,260,2
130,61,11
130,271,13
130,29,11
130,298,17
132,309,7
132,285,0
132,221,5
132,264,19
132,31,17
133,11,3
133,240,8
133,225,1
133,205,20
133,154,17
134,287,20
134,83,9
135,21,14
135,194,1
135,151,2
135,284,6
136,148,10
136,88,14
136,201,1
136,174,4
136,163,17
136,1,9
137,249,14
137,114,3
137,140,17
137,106,3
138,113,6
138,108,14
138,37,10
138,297,11
138,100,20
139,179,0
139,16,1
139,129,6
139,107,5
140,138,3
140,269,1
140,165,13
140,149,0
140,294,20
141,142,3
141,172,16
141,80,17
142,292,1
142,11,10
142,296,11
142,322,0
142,238,19
142,244,16
142,311,8
142,113,5
142,249,16
143,63,15
144,128,0
144,286,7
144,303,8
144,148,1
144,25,19
145,50,12
145,241,10
145,19,8
146,251,0
146,254,6
146,55,1
146,102,20
147,218,11
148,205,9
149,43,20
149,308,2
150,73,2
150,223,20
150,279,17
150,126,13
150,33,11
150,136,9
150,110,11
151,34,8
151,188,15
152,289,2
152,86,13
152,201,3
153,4,12
154,143,6
154,273,14
154,4,5
155,225,1
155,187,1
155,16,19
155,207,7
155,162,1
155,294,10
156,82,11
156,100,5
156,68,10
157,86,0
157,80,4
158,107,19
158,76,14
158,14,17
159,208,9
159,307,5
159,80,4
159,0,16
159,246,19
159,84,17
160,103,12
160,13,10
160,240,18
160,176,1
160,282,12
160,187,9
160,26,18
161,234,13
161,169,7
161,69,19
162,291,9
162,102,14
162,303,14
162,167,18
162,3,14
163,139,17
164,308,2
164,109,7
164,31,18
165,184,16
165,57,9
165,44,15
165,200,13
165,123,10
166,198,13
166,231,11
166,39,0
166,5,1
166,290,20
166,242,19
166,83,19
166,7,6
166,309,1
167,304,5
167,223,17
167,135,13
168,146,7
168,62,5
168,269,7
168,74,6
168,89,18
169,110,19
169,111,9
169,277,12
170,128,14
170,122,0
170,41,11
170,248,3
170,101,14
171,231,17
171,112,2
171,192,1
171,123,14
171,52,12
172,300,1
172,24,9
172,46,17
172,281,0
172,148,10
172,140,18
172,88,14
173,169,6
173,153,17
173,134,12
173,235,15
173,73,2
173,72,0
173,44,13
173,269,5
173,122,10
173,263,7
174,300,15
174,24,15
174,238,20
174,165,3
175,129,18
175,263,3
175,237,10
176,113,14
176,34,16
176,149,15
176,105,1
176,304,20
177,181,15
177,38,9
177,320,8
177,173,16
177,270,2
177,295,13
177,81,19
177,178,15
178,110,1
178,194,7
178,291,15
178,295,0
179,207,19
