1233
6165
0,897,6
0,127,10
0,1028,11
0,252,17
1,34,5
1,1058,16
1,113,2
1,542,17
2,63,2
2,756,16
2,797,8
2,866,0
2,161,5
3,269,6
3,451,19
3,489,14
3,725,16
3,757,9
3,783,7
3,576,16
3,667,13
4,676,2
4,983,13
4,1137,20
4,754,7
5,587,2
5,658,4
5,956,9
5,189,9
5,20,2
5,227,5
6,231,12
6,969,3
6,657,19
6,111,5
7,271,5
7,884,2
7,1158,17
7,477,12
7,1223,3
7,807,2
8,531,0
8,833,4
8,422,17
9,384,16
9,808,5
9,951,10
9,17,7
9,925,12
10,123,8
10,179,4
10,176,7
10,8,14
10,67,2
10,1135,15
10,579,10
10,412,18
11,682,12
11,497,5
11,455,0
11,1184,0
11,1070,15
11,42,6
12,400,19
12,329,2
12,1015,6
12,830,11
12,1079,16
13,7,5
13,1051,18
13,460,14
13,849,13
13,1229,11
13,1122,7
14,465,12
14,320,4
14,543,16
14,1211,3
14,314,0
14,825,12
14,232,10
15,920,20
15,1218,10
15,823,0
15,961,5
15,884,14
15,1096,19
16,71,15
16,170,1
16,735,3
16,92,8
16,821,1
16,184,20
16,1144,10
17,489,0
17,484,18
17,903,19
17,1163,10
17,776,14
17,874,12
17,198,19
18,369,18
18,211,16
18,891,15
18,910,1
19,429,20
19,746,3
20,295,6
20,1146,19
20,712,17
20,700,15
20,528,8
21,1012,20
21,377,12
21,617,19
21,1086,18
21,529,4
21,192,10
21,1013,6
22,542,0
22,115,15
22,1185,15
22,29,19
22,997,11
22,521,10
22,154,7
22,294,16
22,316,3
22,878,8
23,108,3
23,353,1
23,642,2
23,847,1
23,1116,2
23,19,15
23,324,12
24,743,12
25,773,20
25,1093,7
25,380,14
25,932,2
25,1063,16
25,799,5
26,546,19
26,1013,1
27,129,0
27,466,10
27,546,8
27,380,20
27,429,10
27,173,20
27,687,10
27,1171,0
27,818,15
27,526,11
27,232,9
27,889,11
28,3,10
28,473,9
28,619,5
28,715,8
28,800,10
29,61,16
29,814,13
29,171,8
29,81,14
29,541,18
29,156,1
30,50,9
30,270,4
30,1025,20
30,681,17
30,454,4
31,513,14
31,256,9
31,536,16
31,63,6
31,476,6
31,834,4
31,1175,7
31,1074,0
32,852,12
32,524,8
32,226,2
32,901,4
32,717,0
33,781,12
33,694,8
33,1148,19
34,1038,16
34,373,6
34,17,2
34,792,2
34,576,7
34,265,3
34,31,0
35,889,8
35,199,9
35,724,10
35,1017,18
35,563,16
35,654,5
35,471,3
36,810,12
36,876,15
37,543,7
37,407,7
37,786,18
37,629,15
37,175,17
37,1033,18
37,404,6
38,592,0
38,1039,11
38,590,14
38,999,9
38,740,11
38,276,15
38,475,15
39,1136,15
39,1008,19
39,889,20
39,51,1
40,886,17
40,433,8
41,612,1
41,659,6
41,1070,14
41,688,11
41,728,12
42,681,3
42,1199,11
42,539,2
42,74,18
42,694,8
42,631,5
42,821,15
42,233,13
42,384,19
43,999,17
43,989,6
43,361,8
43,1116,18
43,1065,10
43,16,13
44,987,14
44,364,12
44,469,5
44,230,20
44,748,10
44,371,11
45,1101,3
45,108,7
45,289,7
45,1044,3
45,390,5
45,1062,9
46,164,17
46,111,7
46,680,9
46,1,13
46,583,19
46,929,13
46,156,7
46,628,16
47,191,15
47,754,17
47,254,13
47,794,6
47,1087,5
48,834,0
49,22,16
49,542,19
49,1198,5
49,561,3
49,973,6
49,322,17
49,189,12
49,187,9
49,619,6
50,1232,15
50,507,18
51,675,7
51,850,12
51,877,1
51,331,20
51,461,10
51,324,2
51,1218,12
52,817,1
52,125,4
52,30,5
52,1170,16
53,723,19
53,1097,0
53,930,19
53,775,19
54,425,4
54,242,16
54,556,20
54,1137,1
54,906,13
54,826,5
54,9,9
54,363,12
55,1143,10
55,324,12
55,1189,9
56,503,9
56,115,1
56,290,19
57,1140,13
57,196,14
57,726,7
57,149,11
57,969,9
58,277,16
58,863,11
58,441,7
58,492,17
58,89,1
59,952,2
59,1146,2
59,781,18
59,778,20
59,123,12
59,973,15
60,153,5
60,364,2
60,368,4
61,1160,13
61,793,5
61,1158,0
61,438,3
61,210,13
61,1115,10
62,1175,4
62,543,16
62,193,2
62,703,1
62,166,7
62,57,11
63,203,11
63,128,10
63,407,16
63,299,6
63,593,19
63,1049,16
63,304,9
64,779,4
64,535,15
64,167,16
64,528,5
64,1070,14
64,668,11
64,1145,4
65,484,0
65,69,18
65,784,12
65,917,10
