50
250
0,17,16
0,36,13
0,11,17
0,24,17
1,43,2
1,7,7
1,23,6
1,41,16
1,26,15
1,8,0
2,3,3
2,17,18
2,0,1
3,8,16
3,44,3
3,10,16
3,14,5
4,40,18
4,3,13
4,19,14
4,20,2
4,33,9
5,46,15
5,8,11
5,45,16
6,49,12
6,4,17
6,10,19
6,0,15
6,32,2
6,28,14
6,42,15
6,26,1
6,14,16
7,8,0
7,33,10
7,45,12
7,6,16
8,23,4
8,32,15
8,0,18
8,17,0
9,12,17
9,35,15
9,32,6
9,49,1
9,11,9
9,13,1
10,26,10
10,40,10
11,6,7
11,7,3
11,38,11
11,1,13
11,10,10
11,16,0
11,5,17
11,39,9
12,43,18
12,3,19
12,48,6
12,24,2
12,7,5
13,26,2
13,17,2
13,19,17
13,38,12
14,29,2
14,3,12
14,31,18
15,45,4
15,30,0
15,24,12
15,3,7
15,20,9
15,48,18
16,1,7
16,34,11
16,21,2
16,28,3
17,15,14
17,5,12
17,19,14
17,41,11
17,32,19
17,37,2
18,34,15
18,2,8
18,9,12
18,16,0
18,41,5
18,1,4
18,23,17
18,13,0
18,5,13
19,3,14
19,29,3
19,0,11
19,34,0
20,27,8
20,8,11
20,7,7
21,17,8
21,1,11
21,7,10
22,11,20
22,49,10
22,8,13
22,26,5
23,14,10
23,13,20
23,40,14
23,48,2
23,10,4
24,47,14
24,1,3
24,34,7
24,29,5
24,44,6
25,14,19
25,40,8
25,23,11
25,3,16
26,38,8
26,0,8
26,29,20
27,13,15
27,11,15
27,48,2
27,28,18
27,19,17
28,16,5
28,26,16
28,25,12
28,47,17
28,9,11
28,42,10
28,2,5
29,31,20
29,43,1
29,22,9
29,25,19
29,30,15
29,18,3
30,10,5
30,49,13
30,13,16
30,6,3
30,16,3
30,25,19
30,44,13
31,35,5
31,38,5
32,15,7
32,0,18
32,45,9
33,49,13
33,36,6
33,48,11
33,32,0
33,14,11
33,21,18
34,8,3
34,33,5
34,3,20
35,36,15
35,41,0
35,31,16
35,45,18
36,26,12
36,10,19
36,29,10
36,47,17
36,35,11
36,15,12
37,1,18
37,30,9
37,21,8
37,8,3
37,15,19
37,28,19
37,43,15
38,16,4
38,19,18
38,27,7
38,7,16
38,4,16
38,6,9
38,44,4
39,49,12
39,40,10
39,21,4
39,15,20
39,26,17
39,7,20
40,2,16
40,35,2
40,8,5
40,16,18
40,5,9
40,36,16
41,31,3
41,1,18
41,5,6
41,18,11
41,44,13
42,32,19
42,19,7
42,40,6
42,26,20
42,7,5
42,31,12
42,38,18
43,34,13
43,41,8
43,27,5
43,31,14
43,28,0
43,23,3
44,41,13
44,13,19
44,33,12
44,10,4
44,15,13
45,17,19
45,40,8
45,39,17
45,16,15
45,26,13
46,25,10
46,20,15
46,15,2
46,18,8
46,30,17
46,27,12
46,4,1
47,19,7
47,22,20
47,10,8
47,9,18
48,46,9
48,19,19
49,39,4
49,46,15
49,12,3
49,5,3
49,36,17
49,43,14
49,24,14
49,44,2
